id,division,department,class,title,description
249,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
250,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
251,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
252,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
253,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
254,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
255,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
256,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
257,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
258,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
259,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
260,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
261,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
262,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
263,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
264,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
265,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
266,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
267,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
268,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
269,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
270,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
271,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
272,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
273,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
275,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
276,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
277,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
278,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
279,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
280,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
281,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
282,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
283,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
286,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
287,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
288,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
289,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
290,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
291,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
292,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
293,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
294,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
295,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
296,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
297,Initmates,Intimate,Legwear,Sheer Legwear Tights,Elegant sheer tights that add a touch of sophistication to any outfit. Comfortable and durable.
298,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
299,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
300,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
301,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
302,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
303,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
304,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
305,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
306,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
307,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
308,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
309,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
310,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
311,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
313,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
314,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
315,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
316,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
317,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
318,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
320,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
321,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
322,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
323,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
324,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
325,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
326,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
327,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
328,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
329,Initmates,Intimate,Sleep,Soft Sleepwear Set,"A comfortable and stylish sleepwear set, designed for a restful night’s sleep."
331,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
332,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
333,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
334,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
335,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
336,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
338,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
339,Initmates,Intimate,Lounge,Soft Lounge Set,"A cozy lounge set, perfect for relaxing at home. Soft fabric with a relaxed fit."
340,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
341,General Petite,Bottoms,Pants,Petite High-Waisted Trousers,"Chic, high-waisted trousers designed to elongate your legs. Ideal for a petite frame."
343,Initmates,Intimate,Layering,Layering Bodysuit,"A seamless bodysuit perfect for layering. Comfortable, smooth, and ideal under any outfit."
344,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
345,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
346,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
347,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
348,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
349,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
350,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
353,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
354,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
355,Initmates,Intimate,Swim,Vintage-Inspired Swimwear,"A chic, vintage-inspired swimsuit that combines style with comfort. Perfect for beach or poolside."
356,General Petite,Intimate,Lounge,Petite Lounge Pants,"Comfortable lounge pants designed for petites. Perfect for relaxed, casual days at home."
357,General,Bottoms,Shorts,Casual Bermuda Shorts,"Versatile Bermuda shorts perfect for summer. Casual yet stylish, ideal for warm weather."
358,Initmates,Intimate,Intimates,Lace Trimmed Intimates Set,"A delicate lace-trimmed set, combining elegance with comfort. Ideal for everyday wear."
